Month,REGION,STATE,CATEGORY,ACTUAL GENERATION
2014-08,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,1347.94
2014-09,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,1045.18
2014-10,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,891.72
2014-11,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,713.1
2014-12,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,728.96
2015-01,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,549.58
2015-02,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,410.61
2015-03,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,396.81
2015-04,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,330.84
2015-05,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,365.51
2015-06,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,497.63
2015-07,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,521.19
2015-08,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,1092.39
2015-09,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,1394.54
2015-10,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,836.68
2015-11,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,647.35
2015-12,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,606.07
2016-01,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,450.63
2016-02,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,405.73
2016-03,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,277.05
2016-04,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,319.44
2016-05,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,159
2016-06,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,882.76
2016-07,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,1386.1
2016-08,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,850.94
2016-09,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,868.78
2016-10,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,608.79
2016-11,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,598.08
2016-12,NORTH EASTERN,ARUNACHAL PRADESH,HYDRO,611
